2020-10-20T22:44:40.413608+00:00	app[web.1]:	AB_TESTING:	A	1603233880428	0	0	cbzanjakz
2020-10-20T22:44:41.845662+00:00	app[web.1]:	AB_TESTING:	A	1603233880428	1603233881874	mp1	cbzanjakz
2020-10-20T22:44:42.501439+00:00	app[web.1]:	AB_TESTING:	A	1603233880428	1603233882530	mp1	cbzanjakz
2020-10-20T22:44:43.721381+00:00	app[web.1]:	AB_TESTING:	A	1603233880428	1603233883746	mp3	cbzanjakz
2020-10-20T22:44:43.900832+00:00	app[web.1]:	AB_TESTING:	A	1603233880428	1603233883925	mp3	cbzanjakz
2020-10-20T22:44:44.557561+00:00	app[web.1]:	AB_TESTING:	A	1603233880428	1603233884582	mp2	cbzanjakz
2020-10-20T22:44:45.417161+00:00	app[web.1]:	AB_TESTING:	A	1603233880428	1603233885445	mp3	cbzanjakz
2020-10-20T22:44:46.249908+00:00	app[web.1]:	AB_TESTING:	A	1603233880428	1603233886278	mp4	cbzanjakz
2020-10-20T22:44:48.209549+00:00	app[web.1]:	AB_TESTING:	C	1603233888221	0	0	cbzanjakz
2020-10-20T22:44:50.060898+00:00	app[web.1]:	AB_TESTING:	A	1603233890085	0	0	cbzanjakz
2020-10-20T22:44:51.298556+00:00	app[web.1]:	AB_TESTING:	A	1603233890085	1603233891326	mp2	cbzanjakz
2020-10-20T22:44:52.761052+00:00	app[web.1]:	AB_TESTING:	C	1603233892777	0	0	cbzanjakz
2020-10-20T22:44:54.470208+00:00	app[web.1]:	AB_TESTING:	A	1603233894495	0	0	cbzanjakz
2020-10-20T22:52:16.993039+00:00	app[web.1]:	AB_TESTING:	A	1603234336968	0	0	gotaar
2020-10-20T22:52:18.993926+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	0	0	gotaar
2020-10-20T22:52:22.448605+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234342430	mp4	gotaar
2020-10-20T22:52:22.600981+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234342584	mp4	gotaar
2020-10-20T22:52:22.783269+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234342764	mp4	gotaar
2020-10-20T22:52:22.953687+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234342935	mp4	gotaar
2020-10-20T22:52:23.072560+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234343058	mp4	gotaar
2020-10-20T22:52:23.942776+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234343879	mp3	gotaar
2020-10-20T22:52:24.288479+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234344273	mp3	gotaar
2020-10-20T22:52:24.448821+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234344431	mp3	gotaar
2020-10-20T22:52:24.580222+00:00	app[web.1]:	AB_TESTING:	B	1603234338979	1603234344565	mp3	gotaar
2020-10-20T22:52:26.345066+00:00	app[web.1]:	AB_TESTING:	C	1603234346326	0	0	gotaar
2020-10-20T22:52:27.262202+00:00	app[web.1]:	AB_TESTING:	B	1603234347246	0	0	gotaar
2020-10-20T22:52:31.355223+00:00	app[web.1]:	AB_TESTING:	C	1603234351335	0	0	gotaar
2020-10-20T22:52:32.772942+00:00	app[web.1]:	AB_TESTING:	B	1603234352744	0	0	gotaar
2020-10-20T22:41:42.750658+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	0	0	gykukyw
2020-10-20T22:41:43.529087+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233703500	mp1	gykukyw
2020-10-20T22:41:43.709294+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233703679	mp1	gykukyw
2020-10-20T22:41:44.327781+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233704296	mp2	gykukyw
2020-10-20T22:41:44.504542+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233704475	mp2	gykukyw
2020-10-20T22:41:44.708207+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233704677	mp2	gykukyw
2020-10-20T22:41:45.103518+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233705073	mp3	gykukyw
2020-10-20T22:41:45.290173+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233705261	mp3	gykukyw
2020-10-20T22:41:45.460613+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233705432	mp3	gykukyw
2020-10-20T22:41:46.089906+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233706058	mp4	gykukyw
2020-10-20T22:41:46.233755+00:00	app[web.1]:	AB_TESTING:	A	1603233702718	1603233706204	mp4	gykukyw
2020-10-20T22:41:47.045435+00:00	app[web.1]:	AB_TESTING:	C	1603233707016	0	0	gykukyw
2020-10-20T22:41:48.599730+00:00	app[web.1]:	AB_TESTING:	A	1603233708567	0	0	gykukyw
2020-10-20T22:45:35.730700+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	0	0	hnicoxale
2020-10-20T22:45:36.630011+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233936629	mp1	hnicoxale
2020-10-20T22:45:37.454463+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233937444	mp2	hnicoxale
2020-10-20T22:45:38.242758+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233938236	mp3	hnicoxale
2020-10-20T22:45:39.314178+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233939311	mp4	hnicoxale
2020-10-20T22:45:39.609689+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233939610	mp4	hnicoxale
2020-10-20T22:45:39.886793+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233939886	mp4	hnicoxale
2020-10-20T22:45:41.471335+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233941470	mp3	hnicoxale
2020-10-20T22:45:41.859637+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233941859	mp3	hnicoxale
2020-10-20T22:45:42.579845+00:00	app[web.1]:	AB_TESTING:	B	1603233935715	1603233942579	mp2	hnicoxale
2020-10-20T22:45:43.912186+00:00	app[web.1]:	AB_TESTING:	C	1603233943911	0	0	hnicoxale
2020-10-20T22:45:45.235365+00:00	app[web.1]:	AB_TESTING:	B	1603233945235	0	0	hnicoxale
2020-10-20T22:47:08.554131+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	0	0	jcfvziiepe
2020-10-20T22:47:10.494263+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	1603234030323	mp4	jcfvziiepe
2020-10-20T22:47:11.022849+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	1603234030998	mp3	jcfvziiepe
2020-10-20T22:47:11.724940+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	1603234031702	mp2	jcfvziiepe
2020-10-20T22:47:12.082550+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	1603234032058	mp2	jcfvziiepe
2020-10-20T22:47:12.834344+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	1603234032808	mp1	jcfvziiepe
2020-10-20T22:47:13.564304+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	1603234033424	mp3	jcfvziiepe
2020-10-20T22:47:14.087497+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	1603234034046	mp2	jcfvziiepe
2020-10-20T22:47:14.643974+00:00	app[web.1]:	AB_TESTING:	B	1603234028521	1603234034621	mp4	jcfvziiepe
2020-10-20T22:49:03.503754+00:00	app[web.1]:	AB_TESTING:	A	1603234121123	0	0	jpzzudgyb
2020-10-20T22:49:05.749847+00:00	app[web.1]:	AB_TESTING:	B	1603234123399	0	0	jpzzudgyb
2020-10-20T22:49:08.943398+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	0	0	jpzzudgyb
2020-10-20T22:49:10.316694+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	1603234127975	mp2	jpzzudgyb
2020-10-20T22:49:11.182835+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	1603234128838	mp3	jpzzudgyb
2020-10-20T22:49:11.982156+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	1603234129642	mp4	jpzzudgyb
2020-10-20T22:49:12.600157+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	1603234130260	mp4	jpzzudgyb
2020-10-20T22:49:14.226112+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	1603234131888	mp1	jpzzudgyb
2020-10-20T22:49:15.057866+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	1603234132718	mp2	jpzzudgyb
2020-10-20T22:49:17.039010+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	1603234134697	mp3	jpzzudgyb
2020-10-20T22:49:18.455736+00:00	app[web.1]:	AB_TESTING:	A	1603234126595	1603234136112	mp4	jpzzudgyb
2020-10-20T22:49:19.737615+00:00	app[web.1]:	AB_TESTING:	C	1603234137386	0	0	jpzzudgyb
2020-10-20T22:46:51.907671+00:00	app[web.1]:	AB_TESTING:	A	1603234011868	0	0	jshepdvh
2020-10-20T22:46:53.037418+00:00	app[web.1]:	AB_TESTING:	A	1603234011868	1603234013008	mp2	jshepdvh
2020-10-20T22:46:53.217031+00:00	app[web.1]:	AB_TESTING:	A	1603234011868	1603234013173	mp2	jshepdvh
2020-10-20T22:46:54.388174+00:00	app[web.1]:	AB_TESTING:	A	1603234011868	1603234014325	mp4	jshepdvh
2020-10-20T22:46:54.509572+00:00	app[web.1]:	AB_TESTING:	A	1603234011868	1603234014471	mp4	jshepdvh
2020-10-20T22:46:54.643516+00:00	app[web.1]:	AB_TESTING:	A	1603234011868	1603234014614	mp4	jshepdvh
2020-10-20T22:46:55.354344+00:00	app[web.1]:	AB_TESTING:	A	1603234011868	1603234015218	mp3	jshepdvh
2020-10-20T22:46:56.694677+00:00	app[web.1]:	AB_TESTING:	C	1603234016656	0	0	jshepdvh
2020-10-20T22:49:57.122418+00:00	app[web.1]:	AB_TESTING:	A	1603234196367	0	0	lubmi
2020-10-20T22:49:58.389235+00:00	app[web.1]:	AB_TESTING:	A	1603234196367	1603234197707	mp4	lubmi
2020-10-20T22:49:58.555554+00:00	app[web.1]:	AB_TESTING:	A	1603234196367	1603234197878	mp4	lubmi
2020-10-20T22:49:58.857176+00:00	app[web.1]:	AB_TESTING:	A	1603234196367	1603234198180	mp4	lubmi
2020-10-20T22:49:59.170213+00:00	app[web.1]:	AB_TESTING:	A	1603234196367	1603234198492	mp4	lubmi
2020-10-20T22:49:59.494659+00:00	app[web.1]:	AB_TESTING:	A	1603234196367	1603234198818	mp4	lubmi
2020-10-20T22:49:59.651318+00:00	app[web.1]:	AB_TESTING:	A	1603234196367	1603234198975	mp4	lubmi
2020-10-20T22:50:00.760669+00:00	app[web.1]:	AB_TESTING:	C	1603234200066	0	0	lubmi
2020-10-26T00:01:09.544263+00:00	app[web.1]:	AB_TESTING:	A	1603670469356	0	0	majyffada
2020-10-26T00:01:17.614929+00:00	app[web.1]:	AB_TESTING:	A	1603670469356	1603670477528	mp2	majyffada
2020-10-26T00:01:20.259675+00:00	app[web.1]:	AB_TESTING:	A	1603670469356	1603670480166	mp3	majyffada
2020-10-26T00:01:21.379418+00:00	app[web.1]:	AB_TESTING:	A	1603670469356	1603670481292	mp3	majyffada
2020-10-26T00:01:22.273708+00:00	app[web.1]:	AB_TESTING:	A	1603670469356	1603670482188	mp3	majyffada
2020-10-26T00:01:24.163859+00:00	app[web.1]:	AB_TESTING:	A	1603670469356	1603670484076	mp4	majyffada
2020-10-26T00:01:25.372985+00:00	app[web.1]:	AB_TESTING:	A	1603670469356	1603670485290	mp4	majyffada
2020-10-26T00:01:26.879873+00:00	app[web.1]:	AB_TESTING:	A	1603670469356	1603670486794	mp4	majyffada
2020-10-26T00:01:34.586193+00:00	app[web.1]:	AB_TESTING:	C	1603670494505	0	0	majyffada
2020-10-26T00:01:41.560687+00:00	app[web.1]:	AB_TESTING:	A	1603670501480	0	0	majyffada
